,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Dài,Rộng,Triệu đồng
198,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,4,58.0,10.0,6.0,3199.86
199,Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,6,5,51.0,10.2,5.0,8999.97
200,Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,5,4,47.0,14.0,3.3,3100.12
201,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,4,45.0,4.0,4.0,3400.2000000000003
202,Quận Hà Đông,Phường La Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,40.0,10.0,4.0,3710.0
203,Huyện Hoài Đức,Xã Đông La,"Nhà ngõ, hẻm",Đã có sổ,3,3,32.0,8.0,4.0,1329.92
204,Quận Hà Đông,Phường La Khê,Nhà phố liền kề,Đã có sổ,5,4,57.0,13.0,4.0,6500.280000000001
205,Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5,3,35.0,7.0,4.8,2699.9
206,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,4,4,52.0,13.0,3.6,3949.9199999999996
207,Quận Hà Đông,Phường Phúc La,"Nhà ngõ, hẻm",Đã có sổ,4,4,38.0,10.0,3.4,2900.16
208,Quận Đống Đa,Phường Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,4,3,25.0,6.0,5.0,2450.0
209,Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4,3,34.0,9.0,4.0,2500.02
210,Quận Nam Từ Liêm,Phường Xuân Phương,"Nhà ngõ, hẻm",Đã có sổ,4,3,33.0,8.0,4.0,2400.09
211,Quận Long Biên,Phường Cự Khối,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,35.0,6.0,2750.0
212,Quận Thanh Xuân,Phường Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3,40.0,10.0,4.0,3650.0
213,Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,50.0,10.0,5.0,4650.0
214,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Không rõ,4,6,41.0,9.3,4.4,3170.12
215,Quận Nam Từ Liêm,Phường Xuân Phương,"Nhà ngõ, hẻm",Đã có sổ,4,4,34.0,6.09,5.58,2629.8999999999996
216,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5,3,72.0,4.0,4.0,3849.84
217,Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,6,4,50.0,10.0,5.0,14000.0
218,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,3,35.0,9.5,3.8,3300.15
219,Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,4,60.0,13.0,4.0,6900.0
220,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,3,4,60.0,15.0,4.0,2500.2000000000003
221,Quận Hà Đông,Phường Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,3,3,33.0,10.0,3.3,2700.06
222,Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5,3,35.0,9.0,4.0,3200.05
223,Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,5,5,50.0,10.0,5.0,4350.0
224,Huyện Hoài Đức,Xã La Phù,"Nhà ngõ, hẻm",Đã có sổ,4,3,33.0,8.0,4.0,1580.0400000000002
225,Quận Tây Hồ,Phường Yên Phụ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,24.0,8.0,4.0,2700.0
226,Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,5,4,35.0,10.0,3.0,3600.1
227,Huyện Thanh Trì,Xã Thanh Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,30.0,10.0,3.0,2300.1
228,Quận Hoàng Mai,Phường Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4,42.0,12.0,3.5,2850.12
229,Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,5,3,29.0,9.0,3.5,2900.0
230,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,4,35.0,10.0,3.5,2900.1
231,Quận Hoàng Mai,Phường Thịnh Liệt,"Nhà ngõ, hẻm",Đang chờ sổ,2,2,38.0,9.5,4.0,1299.98
232,Quận Đống Đa,Phường Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,8,10,55.0,9.0,6.0,5000.05
233,Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,3,3,40.0,10.0,3.8,3350.0
234,Quận Long Biên,Phường Thạch Bàn,"Nhà ngõ, hẻm",Đã có sổ,5,4,41.0,6.0,7.0,2599.81
235,Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,5,44.0,11.0,4.0,4199.8
236,Quận Long Biên,Phường Sài Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,42.0,12.0,34.0,2700.1800000000003
237,Quận Long Biên,Phường Ngọc Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,86.0,11.0,8.0,3100.2999999999997
238,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,5,4,37.0,11.0,3.4,2599.99
239,Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,4,4,48.0,12.0,4.0,3900.0
240,Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,5,3,35.0,10.0,3.5,2999.85
241,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,4,35.0,9.0,4.0,2950.15
242,Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5,3,36.0,11.5,3.4,2549.88
243,Quận Long Biên,Phường Ngọc Thụy,Nhà phố liền kề,Đã có sổ,5,3,32.0,9.0,3.5,2700.16
244,Quận Thanh Xuân,Phường Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,7,7,50.0,10.0,5.0,9200.0
245,Quận Hoàng Mai,Phường Trần Phú,"Nhà ngõ, hẻm",Đã có sổ,5,3,35.0,10.0,3.5,3399.9
246,Quận Hà Đông,Phường Văn Quán,Nhà phố liền kề,Đã có sổ,3,4,45.0,12.0,4.0,5499.9
247,Quận Hà Đông,Phường Yết Kiêu,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,30.0,6.0,5.0,2949.9
248,Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,4,3,42.0,7.0,8.0,1650.18
249,Quận Đống Đa,Phường Phương Liên,"Nhà ngõ, hẻm",Đã có sổ,4,3,25.0,5.0,5.0,2500.0
250,Quận Thanh Xuân,Phường Khương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,6,4,45.0,9.0,5.0,5499.9
251,Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,7.0,4.0,2199.9
252,Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3,31.0,9.0,3.5,1479.94
253,Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,65.0,20.0,4.0,5400.2
254,Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,7,3,45.0,10.0,4.5,8000.1
255,Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5,5,42.0,10.0,4.3,3399.9
256,Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,4,4,69.0,11.5,6.5,8600.16
257,Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,4,4,50.0,13.0,3.6,3900.0
258,Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,52.0,14.0,4.0,6500.0
259,Huyện Thanh Trì,Xã Hữu Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,3,31.0,7.0,4.0,2200.07
260,Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5,5,40.0,10.0,4.0,3000.0
261,Huyện Thanh Trì,Xã Tả Thanh Oai,"Nhà ngõ, hẻm",Đã có sổ,4,3,39.0,13.0,3.0,4300.14
262,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,2,2,57.0,12.0,5.0,4749.8099999999995
263,Quận Long Biên,Phường Cự Khối,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,8.0,4.0,1749.8999999999999
264,Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,6,4,31.0,8.0,4.0,3149.91
265,Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,4,2,27.0,7.0,4.0,2100.06
266,Quận Long Biên,Phường Cự Khối,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,8.0,4.0,1749.8999999999999
267,Quận Hà Đông,Phường Vạn Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,45.0,11.0,4.0,4599.9
268,Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,5,35.0,9.0,4.0,2999.85
269,Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,6,35.0,9.2,3.8,4099.9
270,Quận Hà Đông,Phường Yết Kiêu,"Nhà mặt phố, mặt tiền",Đã có sổ,9,9,52.0,11.0,5.0,6500.0
271,Huyện Thanh Trì,Xã Tả Thanh Oai,"Nhà ngõ, hẻm",Đã có sổ,5,5,40.0,10.0,4.0,1800.0
272,Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,5,6,54.0,9.0,6.0,4700.160000000001
273,Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5,3,35.0,8.0,4.2,3200.05
274,Quận Long Biên,Phường Giang Biên,"Nhà ngõ, hẻm",Đã có sổ,2,2,54.0,6.0,9.0,2299.86
275,Quận Thanh Xuân,Phường Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3,40.0,12.5,3.2,3850.0
276,Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà mặt phố, mặt tiền",Đã có sổ,6,11,65.0,11.0,7.0,6999.849999999999
277,Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,4,43.0,11.0,4.0,3849.79
278,Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,4,2,24.0,8.0,3.0,2299.92
279,Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,42.0,8.4,5.0,4399.92
280,Quận Cầu Giấy,Phường Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,7,8,55.0,12.3,4.5,12999.800000000001
281,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,3,3,50.0,7.7,6.8,3650.0
282,Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,3,3,29.0,8.0,3.9,3049.93
283,Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,35.0,9.0,4.5,3500.0
284,Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,3,34.0,10.0,3.4,2200.14
285,Quận Nam Từ Liêm,Phường Đại Mỗ,"Nhà ngõ, hẻm",Đã có sổ,3,3,40.0,11.0,3.8,2780.0
286,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,2,2,20.0,5.0,4.0,1400.0
287,Quận Long Biên,Phường Gia Thụy,"Nhà ngõ, hẻm",Đã có sổ,5,3,34.0,9.0,4.0,3000.16
288,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5,3,28.0,7.0,3.4,2899.96
289,Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3,50.0,13.8,4.0,1700.0
290,Quận Long Biên,Phường Thạch Bàn,"Nhà ngõ, hẻm",Đã có sổ,5,3,35.0,10.0,3.4,1999.9
291,Quận Hà Đông,Phường Phúc La,Nhà phố liền kề,Đã có sổ,4,4,50.0,12.0,4.5,5800.0
292,Quận Cầu Giấy,Phường Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,45.0,11.0,4.0,5999.85
293,Quận Hoàng Mai,Phường Mai Động,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,6.0,5.0,3099.9
294,Quận Hai Bà Trưng,Phường Cầu Dền,"Nhà ngõ, hẻm",Đã có sổ,3,3,46.0,11.0,4.0,3150.0800000000004
295,Quận Long Biên,Phường Long Biên,"Nhà ngõ, hẻm",Giấy tờ khác,4,3,40.0,8.0,5.0,2550.0
296,Quận Hai Bà Trưng,Phường Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,5,4,36.0,12.0,5.0,7800.12
297,Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,36.0,10.5,3.5,3549.96
298,Quận Đống Đa,Phường Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,45.0,11.0,4.0,4300.2
299,Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,3,3,45.0,11.1,4.0,2600.1
300,Quận Nam Từ Liêm,Phường Trung Văn,"Nhà ngõ, hẻm",Đã có sổ,5,4,36.0,6.0,6.0,3250.08
301,Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,5,4,39.0,10.0,3.8,4699.89
302,Quận Bắc Từ Liêm,Phường Phú Diễn,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,53.0,13.0,4.2,4899.85
303,Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,46.0,9.2,5.0,6600.08
304,Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,4,5,40.0,8.0,5.0,5400.0
305,Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,4,31.0,9.0,4.2,2230.14
306,Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,3,45.0,10.0,4.5,3900.15
307,Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,5,4,40.0,11.0,3.8,2780.0
308,Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,4,4,48.0,7.0,7.0,5700.0
309,Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,5,5,34.0,11.0,3.1,3499.96
310,Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,2,2,37.0,10.0,39.0,1820.03
311,Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,4,45.0,14.0,3.4,3799.7999999999997
312,Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,4,3,33.0,5.0,6.0,3049.86
313,Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,6.0,5.0,2400.0
314,Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,35.0,5.99,6.0,2999.85
315,Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,5,50.0,10.0,5.0,4600.0
316,Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,5,4,45.0,9.0,5.0,4000.05
317,Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,5,6,90.0,22.0,4.5,10500.3
318,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,2,20.0,7.0,3.0,1800.0
319,Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,5,6,50.0,12.0,4.5,4300.0
320,Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,4,4,45.0,10.0,4.5,2899.7999999999997
321,Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5,5,52.0,8.7,6.0,2699.84
322,Quận Đống Đa,Phường Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,1,1,47.0,5.0,10.0,3200.23
323,Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,"Nhà ngõ, hẻm",Đã có sổ,2,2,45.0,10.0,4.5,2680.2000000000003
324,Quận Long Biên,Phường Long Biên,"Nhà ngõ, hẻm",Đã có sổ,4,3,35.0,10.0,3.5,1850.1
325,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,5.0,3.3,2349.9
326,Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,4,4,30.0,30.0,30.0,3300.0
327,Quận Ba Đình,Phường Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,2,1,16.0,5.5,3.0,1250.08
328,Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5,7,50.0,10.0,5.0,3600.0
329,Quận Hai Bà Trưng,Phường Trương Định,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,45.0,9.0,4.5,4199.85
330,Quận Hà Đông,Phường Hà Cầu,Nhà phố liền kề,Đã có sổ,5,5,48.0,12.0,4.0,6399.84
331,Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,50.0,12.5,4.0,10500.0
332,Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,9.3,4.3,2880.0
333,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4,3,25.0,5.0,5.0,2450.0
334,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,38.0,9.5,4.0,7199.86
335,Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,4,30.0,5.0,6.0,3999.9000000000005
336,Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,4,4,38.0,10.0,4.0,2850.0
337,Quận Nam Từ Liêm,Phường Phương Canh,"Nhà ngõ, hẻm",Đã có sổ,5,3,32.0,6.0,5.0,2649.92
338,Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,5,4,35.0,10.0,3.5,2240.0
339,Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,4,3,40.0,11.0,3.9,3850.0
340,Quận Nam Từ Liêm,Phường Xuân Phương,"Nhà ngõ, hẻm",Đã có sổ,4,3,33.0,5.0,6.0,2466.75
341,Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,4,38.0,11.0,3.0,6200.08
342,Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5,6,52.0,7.0,8.0,3800.16
343,Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,4,30.0,30.0,30.0,2949.9
344,Quận Thanh Xuân,Phường Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,6,6,45.0,9.0,5.0,2849.85
345,Quận Nam Từ Liêm,Phường Xuân Phương,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,9.0,3.4,2289.9
346,Quận Hai Bà Trưng,Phường Nguyễn Du,"Nhà mặt phố, mặt tiền",Đã có sổ,5,2,15.0,5.0,3.0,6000.0
347,Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,4,3,27.0,8.5,3.5,2499.9300000000003
348,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,4,50.0,11.0,4.52,3650.0
349,Quận Hoàn Kiếm,Phường Phan Chu Trinh,"Nhà ngõ, hẻm",Đã có sổ,3,3,37.0,4.5,8.0,5699.85
350,Quận Thanh Xuân,Phường Thanh Xuân Trung,"Nhà ngõ, hẻm",Đã có sổ,5,3,38.0,10.0,4.0,3299.92
351,Huyện Hoài Đức,Xã Vân Canh,"Nhà ngõ, hẻm",Đã có sổ,4,4,32.0,10.17,3.2,1000.0
352,Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3,34.0,7.0,5.0,1620.1
353,Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,6,4,33.0,8.0,4.5,3950.1
354,Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3,31.0,9.0,3.5,1650.1299999999999
355,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,3,3,41.0,10.0,4.0,1430.0800000000002
356,Quận Hà Đông,Phường Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,5,4,36.0,10.0,3.6,2499.84
357,Quận Long Biên,Phường Ngọc Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,30.0,6.0,4.1,2679.9
358,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,5,38.0,9.0,4.0,2769.82
359,Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,4,4,43.0,10.0,4.0,2829.83
360,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3,32.0,9.0,3.5,1820.16
361,Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,6,4,42.0,8.2,5.0,4399.92
362,Quận Hà Đông,Phường Biên Giang,"Nhà ngõ, hẻm",Đã có sổ,3,3,41.0,13.0,3.5,1380.06
363,Quận Thanh Xuân,Phường Khương Mai,Nhà phố liền kề,Đã có sổ,4,6,60.0,18.0,3.4,5989.8
364,Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà ngõ, hẻm",Giấy tờ khác,4,3,34.0,12.0,3.0,1500.08
365,Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5,3,34.0,10.0,3.4,3400.0
366,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4,32.0,10.0,3.2,1600.0
367,Quận Hoàng Mai,Phường Hoàng Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,3,34.0,10.0,3.4,3400.0
368,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,3,3,36.2,9.0,4.1,3368.7720000000004
369,Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,6,3,45.0,9.0,5.2,4599.9
370,Quận Hà Đông,Phường Phú La,"Nhà ngõ, hẻm",Đã có sổ,1,1,70.0,12.0,6.0,3899.7000000000003
371,Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,4,4,70.0,12.0,5.5,5900.3
372,Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,5,3,32.0,8.0,4.0,3849.92
373,Quận Hà Đông,Phường Phú La,"Nhà ngõ, hẻm",Đã có sổ,4,4,45.0,10.2,4.0,3699.9
374,Quận Ba Đình,Phường Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,4,2,25.0,6.5,4.0,3300.0
375,Quận Ba Đình,Phường Giảng Võ,"Nhà ngõ, hẻm",Đã có sổ,2,2,18.0,6.0,3.0,1249.92
376,Quận Đống Đa,Phường Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,3,3,25.0,6.0,4.0,2000.0
377,Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,4,3,36.0,12.0,3.3,2840.04
378,Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,4,4,50.0,10.0,5.0,4200.0
379,Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,6,5,48.0,16.0,3.8,7200.0
380,Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,2,2,25.0,5.0,5.0,1900.0
381,Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,5,4,28.0,7.0,4.0,2899.96
382,Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,3,38.0,9.75,3.9,3350.08
383,Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,4,55.0,11.0,5.0,5000.05
384,Quận Nam Từ Liêm,Phường Cầu Diễn,"Nhà ngõ, hẻm",Đã có sổ,6,6,45.0,35.0,3.5,4999.95
385,Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,9.5,3.2,2600.1
386,Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,8.0,5.0,3900.0
387,Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,5,4,45.0,11.0,4.1,4300.2
388,Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,2,1,20.0,7.0,3.0,1400.0
389,Huyện Hoài Đức,Xã Di Trạch,"Nhà ngõ, hẻm",Đã có sổ,3,2,33.0,8.0,4.0,1467.84
390,Quận Tây Hồ,Phường Thụy Khuê,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,55.0,14.0,4.0,8900.1
391,Quận Long Biên,Phường Phúc Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,131.0,20.0,6.5,7860.0
392,Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,8.0,35.0,2649.9
393,Quận Hà Đông,Phường Yên Nghĩa,Nhà phố liền kề,Đã có sổ,4,4,35.0,10.0,3.5,1599.8500000000001
394,Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,4,3,36.0,10.0,36.0,3499.92
395,Quận Đống Đa,Phường Khâm Thiên,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,30.0,8.0,4.2,2600.1
396,Quận Ba Đình,Phường Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,4,5,50.0,13.9,3.6,5700.0
397,Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,1,2,42.0,11.0,38.0,1750.14
